Imdb Title Id,Title,Year of Release,Date Published,Genre,Duration(min),Country,Language,Director,Production Company,Average Vote,Votes,User Reviews,Critic Reviews
tt0019186,Moulin Rouge,1928,4/23/1928,Drama,137,UK,English,Ewald André Dupont,British International Pictures (BIP),6.5,176,8,1
tt0019195,La donna misteriosa,1928,8/4/1928,"Drama, Romance",96,USA,English,Fred Niblo,Metro-Goldwyn-Mayer (MGM),7.2,"1,151.00",27,16
tt0019237,Le nostre sorelle di danza,1928,9/1/1928,Drama,85,USA,English,Harry Beaumont,Metro-Goldwyn-Mayer (MGM),6.7,"1,501.00",30,12
tt0019254,La passione di Giovanna d'Arco,1928,1/18/1929,"Biography, Drama, History",110,France,French,Carl Theodor Dreyer,Société générale des films,8.1,"45,823.00",195,137
tt0019258,Fascino biondo,1928,10/1/1929,"Comedy, Drama, Romance",78,USA,English,King Vidor,Cosmopolitan Productions,7.5,"2,330.00",22,10
tt0019286,Tempeste sull'Asia,1928,2/16/1962,"Drama, War",127,Soviet Union,Russian,Vsevolod Pudovkin,Mezhrabpomfilm,7.1,"1,803.00",14,15
tt0019290,Il potere della stampa,1928,10/31/1928,Drama,62,USA,English,Frank Capra,Columbia Pictures,6.4,228,7,4
tt0019304,The Racket,1928,11/1/1928,"Crime, Drama, Film-Noir",84,USA,English,Lewis Milestone,The Caddo Company,6.7,"1,099.00",28,14
tt0019312,La danzatrice rossa,1928,12/2/1928,"Drama, Romance",103,USA,Russian,Raoul Walsh,Fox Film Corporation,6.8,102,4,4
tt0019325,Riley the Cop,1928,11/25/1928,"Comedy, Drama",68,USA,Russian,John Ford,Fox Film Corporation,6,168,4,2
tt0019335,Rose-Marie,1928,2/11/1928,Drama,70,USA,English,Lucien Hubbard,Metro-Goldwyn-Mayer (MGM),3.5,123,3,2
tt0019344,Tristana e la maschera,1928,1/7/1928,Drama,97,USA,Russian,Raoul Walsh,Gloria Swanson Pictures,7.2,"2,519.00",23,18
tt0019374,Shiraz,1928,10/21/1929,"Drama, History, Romance",97,"India, UK, Germany",Russian,Franz Osten,Pro Patria Films,7,229,4,9
tt0019379,Maschere di celluloide,1928,4/14/1930,"Comedy, Romance",83,USA,Russian,King Vidor,Metro-Goldwyn-Mayer (MGM),7.6,"3,458.00",37,15
tt0019388,Il cantante pazzo,1928,4/19/1929,"Musical, Drama",105,USA,English,Lloyd Bacon,Warner Bros.,6.2,206,,6
tt0019400,The Smart Set,1928,3/24/1928,"Comedy, Romance, Sport",80,USA,English,Jack Conway,Metro-Goldwyn-Mayer (MGM),6.2,976,9,1
tt0019412,A rotta di collo,1928,12/10/1928,"Action, Comedy, Family",85,USA,English,Ted Wilde,The Harold Lloyd Corporation,7.7,"3,178.00",33,36
tt0019415,L'inafferrabile,1928,1/20/1930,"Romance, Thriller",150,Germany,German,Fritz Lang,Fritz Lang-Film,7.6,"3,062.00",28,46
tt0019421,Io... e il ciclone,1928,9/17/1928,"Action, Comedy, Drama",70,USA,English,"Charles Reisner, Buster Keaton",Buster Keaton Productions,7.9,"12,809.00",79,69
tt0019429,L'angelo della strada,1928,4/12/1905,Drama,102,USA,Russian,Frank Borzage,Fox Film Corporation,7.4,"2,090.00",29,
tt0019434,Femmine del mare,1928,11/12/1928,"Action, Adventure, Drama",93,USA,English,"Frank Capra, Irvin Willat",Columbia Pictures,6.1,239,4,5
tt0019451,Nella tempesta,1928,5/27/1928,"Drama, Romance",102,USA,English,"Sam Taylor, Lewis Milestone",Feature Productions,6.8,347,13,6
tt0019462,Quella certa cosa,1928,1/1/1928,"Comedy, Drama, Romance",69,USA,English,Frank Capra,Columbia Pictures,6,227,7,7
tt0019480,Tire au flanc,1928,7/18/1928,Comedy,87,France,French,Jean Renoir,Pierre Braunberger,6.5,213,5,2
tt0019489,The Trail of '98,1928,3/20/1928,"Action, Adventure, Drama",87,USA,English,Clarence Brown,Metro-Goldwyn-Mayer (MGM),6.9,353,14,4
tt0019509,Underground,1928,7/1/1928,"Drama, Romance",84,UK,English,Anthony Asquith,British Instructional Films (BIF),7.3,413,8,16
tt0019532,I vichinghi,1928,4/13/1905,"Action, Adventure, History",90,USA,English,Roy William Neill,Technicolor,6.6,346,13,4
tt0019553,Nel gorgo del peccato,1927,10/1/1927,Drama,94,USA,Russian,Victor Fleming,Paramount Pictures,6.5,131,5,6
tt0019557,Il fiume stanco,1929,2/10/1929,"Drama, Romance",86,USA,English,Frank Lloyd,First National Pictures,6.1,376,15,4
tt0019558,Sinfonia nuziale,1928,1/3/1930,Drama,113,USA,English,Erich von Stroheim,Paramount Famous Lasky Corporation,7.5,,17,21
tt0019563,La serpe di Zanzibar,1928,11/24/1928,"Drama, Mystery",65,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),7.2,"1,582.00",34,18
tt0019571,Mentre la città dorme,1928,9/15/1928,"Crime, Drama",66,USA,English,Jack Conway,Metro-Goldwyn-Mayer (MGM),6.3,151,4,2
tt0019574,Ombre bianche,1928,4/12/1905,"Drama, Romance",88,USA,English,"W.S. Van Dyke, Robert J. Flaherty",Metro-Goldwyn-Mayer (MGM),6.9,756,19,6
tt0019585,Il vento,1928,4/12/1905,"Drama, Romance, Thriller",95,USA,English,Victor Sjöström,Metro-Goldwyn-Mayer (MGM),8,"5,980.00",49,31
tt0019591,Il destino,1928,12/15/1928,Drama,98,USA,English,Clarence Brown,Metro-Goldwyn-Mayer (MGM),7.2,"1,355.00",17,10
tt0019609,Il cadavere vivente,1929,3/26/1929,Drama,82,"Germany, Soviet Union",German,Fyodor Otsep,Mezhrabpomfilm,6.9,116,3,1
tt0019611,Zvenigora,1928,5/8/1928,"Drama, Fantasy",68,Soviet Union,Russian,Aleksandr Dovzhenko,Mosfilm,7.1,819,4,12
tt0019629,La aldea maldita,1930,12/8/1930,Drama,57,Spain,Spanish,Florián Rey,Florián Rey-Pedro Larrañaga,7,188,3,13
tt0019630,Alibi,1929,4/20/1929,Crime,91,USA,English,Roland West,Feature Productions,5.8,,19,12
tt0019644,Applause,1929,1/4/1930,"Drama, Musical",80,USA,English,Rouben Mamoulian,Paramount Pictures,7,"1,266.00",3,20
tt0019646,L'argent,1928,12/25/1928,"Drama, Romance",195,France,French,Marcel L'Herbier,Société des Cinéromans,7.6,854,10,17
tt0019649,Arsenale,1929,11/1/1967,"Drama, War",90,Soviet Union,Russian,Aleksandr Dovzhenko,Vseukrainske Foto Kino Upravlinnia (VUFKU),7.3,"1,805.00",15,21
tt0019655,Asfalto,1929,3/12/1929,"Crime, Drama, Romance",90,Germany,German,Joe May,Universum Film (UFA),7.4,"1,328.00",18,18
tt0019658,Atlantic,1929,11/15/1929,Drama,87,UK,English,Ewald André Dupont,British International Pictures (BIP),5.5,187,18,5
tt0019684,Behind That Curtain,1929,6/30/1929,Mystery,91,USA,English,Irving Cummings,Fox Film Corporation,4.9,386,31,8
tt0019690,Big News,1929,9/7/1929,"Comedy, Crime, Mystery",75,USA,English,Gregory La Cava,Pathé Exchange,5.4,203,13,5
tt0019699,La guardia nera,1929,5/22/1929,"Adventure, Drama",93,USA,English,John Ford,Fox Film Corporation,5.6,258,8,
tt0019702,Ricatto,1929,10/6/1929,"Crime, Thriller",85,UK,English,Alfred Hitchcock,British International Pictures (BIP),7,"9,412.00",98,65
tt0019725,Broadway,1929,4/30/1930,"Crime, Music, Romance",104,USA,English,Pál Fejös,Universal Pictures,6.2,339,13,8
tt0019726,Ragazze d'America,1929,1/20/1930,"Drama, Musical",86,USA,English,Mervyn LeRoy,First National Pictures,6.4,119,6,2
tt0019729,La canzone di Broadway,1929,6/6/1929,"Drama, Musical, Romance",100,USA,English,Harry Beaumont,Metro-Goldwyn-Mayer (MGM),5.7,"6,327.00",85,35
tt0019735,Cercasi avventura,1929,5/2/1929,"Drama, Mystery, Thriller",90,USA,English,F. Richard Jones,The Samuel Goldwyn Company,6.4,839,28,17
tt0019745,La Canarina Assassinata,1929,4/12/1905,"Crime, Drama, Mystery",82,USA,English,"Malcolm St. Clair, Frank Tuttle",Paramount Pictures,6,539,21,14
tt0019746,Le capitaine Fracasse,1929,2/15/1929,"Adventure, Drama",92,France,French,"Alberto Cavalcanti, Henry Wulschleger",Lutèce Films,6.7,169,5,13
tt0019777,The Cocoanuts,1929,8/3/1929,"Comedy, Musical",96,USA,English,"Robert Florey, Joseph Santley",Paramount Pictures,7,"6,900.00",71,43
tt0019785,L'isola del diavolo,1929,11/3/1929,Drama,86,USA,English,Wesley Ruggles,The Samuel Goldwyn Company,6.4,332,15,3
tt0019788,Coquette,1929,4/6/1929,"Drama, Romance",76,USA,English,Sam Taylor,Pickford Corporation,5.8,"1,983.00",38,11
tt0019796,Daigaku wa detakeredo,1929,9/6/1929,Comedy,70,Japan,Spanish,Yasujirô Ozu,Shochiku Kinema (Kamata),6.4,390,6,6
tt0019798,La danza della vita,1929,8/16/1929,"Drama, Musical, Romance",115,USA,English,"John Cromwell, A. Edward Sutherland",Paramount Pictures,6.5,261,9,3
tt0019800,Funamboli,1929,7/13/1929,Drama,75,USA,English,Lothar Mendes,Paramount Pictures,5.9,110,12,1
tt0019811,Notti nel deserto,1929,3/9/1929,"Adventure, Drama, Romance",62,USA,English,William Nigh,Metro-Goldwyn-Mayer (MGM),6.5,"1,074.00",19,3
tt0019815,Il tenente di Napoleone,1929,12/27/1929,"Music, Romance, War",97,USA,English,Sidney Franklin,Metro-Goldwyn-Mayer (MGM),6.1,104,4,2
tt0019823,Disraeli,1929,11/1/1929,"Biography, Drama, History",90,USA,English,Alfred E. Green,Warner Bros.,6.2,"1,034.00",24,17
tt0019824,Trafalgar,1928,12/26/1928,"Drama, History, Romance",99,USA,English,Frank Lloyd,First National Pictures,6.2,651,16,8
tt0019839,The Duke Steps Out,1929,3/16/1929,"Comedy, Drama, Romance",62,USA,Spanish,James Cruze,Metro-Goldwyn-Mayer (MGM),3.1,116,3,2
tt0019843,Dinamite,1929,12/13/1929,Drama,129,USA,English,Cecil B. DeMille,Metro-Goldwyn-Mayer (MGM),7,382,15,6
tt0019850,Erotikon,1929,2/27/1929,"Drama, Romance",85,Czechoslovakia,Czech,Gustav Machatý,Gem-Film,7.2,481,4,8
tt0019852,La valanga,1929,5/11/1929,"Drama, Romance",71,USA,English,Ernst Lubitsch,Joseph M. Schenck Productions,6.8,445,13,9
tt0019856,Evangelina,1929,8/24/1929,Drama,87,USA,English,Edwin Carewe,Edwin Carewe Productions,6.6,132,6,5
tt0019884,Diavoli volanti,1929,4/13/1905,"Action, Adventure, Romance",110,USA,English,Frank Capra,Columbia Pictures,5.9,255,12,3
tt0019886,La flotta del cielo,1929,1/19/1929,"Adventure, Drama, Romance",100,USA,English,George W. Hill,Metro-Goldwyn-Mayer (MGM),6.6,232,12,
tt0019889,The Flying Scotsman,1929,5/1/1929,"Crime, Drama",50,UK,English,Castleton Knight,British International Pictures (BIP),6,106,8,3
tt0019901,Una donna nella luna,1929,5/8/1930,"Comedy, Drama, Romance",156,Germany,German,Fritz Lang,Universum Film (UFA),7.3,"2,899.00",35,35
tt0019909,Fräulein Else,1929,3/8/1929,Drama,90,Germany,German,Paul Czinner,Elisabeth Bergner Poetic Film Co.,6.9,132,3,1
tt0019929,The Girl in the Show,1929,8/31/1929,Comedy,82,USA,English,Edgar Selwyn,Metro-Goldwyn-Mayer (MGM),5.2,115,6,13
tt0019933,Glorifying the American Girl,1929,12/7/1929,"Comedy, Drama, Musical",95,USA,English,Millard Webb,Paramount Pictures,5.8,621,3,5
tt0019935,Donna pagana,1928,3/11/1929,Drama,113,USA,English,Cecil B. DeMille,C.B. DeMille Productions,7.2,687,27,10
tt0019936,Gold Diggers of Broadway,1929,8/30/1929,"Comedy, Musical",101,USA,English,Roy Del Ruth,Warner Bros.,6.7,143,9,2
tt0019939,Goluboy ekspress,1929,12/20/1929,Drama,62,Soviet Union,Russian,Ilya Trauberg,Sovkino,6.4,103,1,4
tt0019945,Il bandito e la signorina,1929,3/17/1930,"Action, Romance, Western",72,USA,English,Reginald Barker,First National Pictures,5.2,117,6,1
tt0019946,Il gran Gabbo,1929,9/12/1929,"Drama, Musical, Romance",92,USA,English,"James Cruze, Erich von Stroheim",James Cruze Productions,6.1,694,28,17
tt0019949,The Greene Murder Case,1929,8/11/1929,"Drama, Mystery",69,USA,English,Frank Tuttle,Paramount Pictures,6.6,285,12,10
tt0019957,Half Marriage,1929,10/13/1929,"Drama, Romance",68,USA,English,William J. Cowen,RKO Radio Pictures,5.8,112,7,1
tt0019959,Alleluja!,1929,8/20/1929,"Drama, Musical",109,USA,English,King Vidor,Metro-Goldwyn-Mayer (MGM),6.8,,37,28
tt0019976,Gli eroi del deserto,1929,1/5/1930,"Action, Crime, Drama",68,USA,Spanish,William Wyler,Universal Pictures,7.2,520,21,8
tt0019979,Her Private Affair,1929,9/28/1929,Drama,70,USA,English,Paul L. Stein,Pathé Exchange,5.1,117,9,2
tt0019983,High Voltage,1929,6/29/1929,"Crime, Drama, Romance",63,USA,English,Howard Higgin,Pathé Exchange,5.3,289,18,4
tt0019992,The Hole in the Wall,1929,4/27/1929,"Drama, Mystery",73,USA,English,Robert Florey,Paramount Pictures,5.8,134,11,5
tt0019993,Hollywood che canta,1929,11/23/1929,"Comedy, Music",130,USA,English,"Charles Reisner, Christy Cabanne",Metro-Goldwyn-Mayer (MGM),5.9,"1,827.00",44,11
tt0020004,Sette passi verso Satana,1929,4/7/1929,"Comedy, Crime, Drama",77,USA,English,Benjamin Christensen,First National Pictures,6.6,310,10,6
tt0020011,Il bacillo dell'amore,1929,3/20/1929,Drama,66,Germany,German,Robert Land,Super-Film GmbH,6.1,110,3,1
tt0020014,The Idle Rich,1929,6/15/1929,Comedy,80,USA,English,William C. de Mille,Metro-Goldwyn-Mayer (MGM),5.9,118,6,2
tt0020018,Notte di tradimento,1928,1/20/1929,"Action, Adventure, Romance",95,USA,Italian,Irving Cummings,Fox Film Corporation,5.5,898,29,28
tt0020025,The Informer,1929,10/17/1929,Drama,83,UK,English,Arthur Robison,British International Pictures (BIP),7,178,5,1
tt0020030,La maschera di ferro,1929,2/21/1929,"Adventure, Drama, History",95,USA,English,Allan Dwan,Elton Corporation,7,"1,139.00",21,15
tt0020034,La romanza dell'amore,1929,12/6/1929,"Comedy, Musical, Romance",93,USA,English,Sam Wood,Metro-Goldwyn-Mayer (MGM),6.1,269,9,1
tt0020062,Il bacio,1929,11/16/1929,"Romance, Drama",62,USA,English,Jacques Feyder,Metro-Goldwyn-Mayer (MGM),6.9,938,19,9
tt0020075,"Laila, la figlia del nord",1929,10/12/1929,"Drama, Romance",165,Norway,Spanish,George Schnéevoigt,Lunde Film,7.3,214,6,5
tt0020078,Erik il grande,1929,6/11/1930,"Drama, Horror, Romance",60,USA,English,Pál Fejös,Universal Pictures,6.7,317,3,11
tt0020080,The Last Warning,1928,12/25/1928,"Horror, Mystery, Thriller",89,USA,English,Paul Leni,Universal Pictures,6.7,441,9,17
tt0020081,L'onestà della signora Cheyney,1929,7/6/1929,"Comedy, Drama",94,USA,English,Sidney Franklin,Metro-Goldwyn-Mayer (MGM),6.1,381,14,
tt0020092,The Letter,1929,9/7/1929,Drama,65,USA,English,Jean de Limur,Paramount Pictures,6.7,619,31,20
tt0020099,Linda,1929,4/1/1929,Drama,75,USA,English,Dorothy Davenport,Mrs. Wallace Reid Productions,6.8,100,4,1
tt0020103,La porta chiusa,1929,11/16/1929,"Drama, Mystery, Thriller",74,USA,English,George Fitzmaurice,George Fitzmaurice Productions,6,429,24,8
tt0020112,Il principe consorte,1929,9/19/1930,"Comedy, Musical, Romance",107,USA,French,Ernst Lubitsch,Paramount Pictures,7.1,"1,924.00",30,29
tt0020114,Trappola d'amore,1929,8/4/1929,Comedy,71,USA,English,William Wyler,Universal Pictures,6.5,169,13,2
tt0020122,La stella della fortuna,1929,1/18/1930,"Drama, Romance",100,USA,English,Frank Borzage,Fox Film Corporation,7.8,"1,144.00",19,14
tt0020126,Madame X,1929,8/17/1929,Drama,95,USA,English,Lionel Barrymore,Metro-Goldwyn-Mayer (MGM),6,431,3,1
tt0020142,L'isola del peccato,1929,1/21/1929,"Drama, Romance",110,"UK, Isle Of Man",English,Alfred Hitchcock,British International Pictures (BIP),6.2,"2,555.00",50,32
tt0020143,La compagnia d'assalto,1929,8/24/1929,"Drama, Musical, Romance",111,USA,English,Robert Z. Leonard,Cosmopolitan Productions,6.2,"1,148.00",18,3
tt0020144,Marianne,1929,7/23/1931,Drama,80,USA,English,Robert Z. Leonard,Cosmopolitan Productions,5.6,385,3,13
tt0020163,Uomini di domenica,1930,2/4/1930,"Comedy, Drama, Romance",73,Germany,Spanish,"Robert Siodmak, Edgar G. Ulmer",Film Studio 1929,7.4,"2,649.00",19,46
tt0020166,Rosa del Messico,1929,12/26/1929,"Drama, Romance",60,USA,Spanish,Erle C. Kenton,Columbia Pictures,5.7,151,8,1
tt0020182,Il conte di Montecristo,1929,4/12/1905,Adventure,223,France,French,Henri Fescourt,"Grands Films Européens, Les",7,111,5,3
tt0020193,Il viaggio di mamma Krausens verso la felicità,1929,12/30/1929,Drama,121,Germany,German,Phil Jutzi,Prometheus-Film-Verleih und Vertriebs-GmbH,7.3,246,2,2
tt0020197,Il drago rosso,1929,8/10/1929,Thriller,80,USA,English,Rowland V. Lee,Rowland V. Lee Productions,6.7,187,7,6
tt0020198,L'isola misteriosa,1929,10/5/1929,"Adventure, Romance, Sci-Fi",95,USA,English,"Lucien Hubbard, Benjamin Christensen",Metro-Goldwyn-Mayer (MGM),6.1,562,21,19
tt0020210,Navy Blues,1929,12/20/1929,"Comedy, Drama",77,USA,English,Clarence Brown,Metro-Goldwyn-Mayer (MGM),5.2,528,8,1
tt0020217,Notti di New York,1929,12/28/1929,"Crime, Drama, Music",82,USA,English,Lewis Milestone,Joseph M. Schenck Productions,5.7,169,11,13
tt0020223,L'arca di Noè,1928,8/23/1929,"Drama, War",135,USA,English,"Michael Curtiz, Darryl F. Zanuck",Warner Bros.,6.5,656,25,16
tt0020228,Les nouveaux messieurs,1929,4/5/1929,Comedy,135,France,French,Jacques Feyder,Films Albatros,6.8,143,3,4
tt0020230,La nuova Babilonia,1929,4/12/1905,"Drama, History",120,Soviet Union,Russian,"Grigoriy Kozintsev, Leonid Trauberg",Sovkino,7.3,726,7,13
tt0020232,Oblomok imperii,1929,10/28/1929,Drama,96,Soviet Union,Russian,Fridrikh Ermler,Sovkino,7.3,332,1,8
tt0020238,On with the Show!,1929,7/13/1929,"Musical, Romance",104,USA,English,Alan Crosland,Warner Bros.,5.8,259,15,4
tt0020247,Ragazze americane,1929,9/8/1929,"Drama, Comedy",76,USA,English,Jack Conway,Metro-Goldwyn-Mayer (MGM),6,603,20,9
tt0020253,L'isola del sole,1929,4/27/1929,Drama,83,USA,English,W.S. Van Dyke,Metro-Goldwyn-Mayer (MGM),6.9,315,17,4
tt0020269,Piccadilly,1929,2/1/1929,"Drama, Crime",92,UK,English,Ewald André Dupont,British International Pictures (BIP),7.1,"1,353.00",3,25
tt0020286,Prapancha Pash,1929,6/30/1905,"Adventure, Drama, Romance",74,"UK, India, Germany",English,Franz Osten,British Instructional Films (BIF),6.5,710,8,14
tt0020293,"Prividenie, kotoroe ne vozvrashchaetsya",1930,3/15/1930,Drama,67,Soviet Union,Spanish,Abram Room,Sovkino,6.7,181,2,
tt0020298,La regina Kelly,1932,10/18/1932,Drama,101,USA,Spanish,"Erich von Stroheim, Richard Boleslawski",Gloria Swanson Pictures,7.1,"3,049.00",22,19
tt0020305,The Racketeer,1929,11/9/1929,"Crime, Drama, Thriller",68,USA,English,Howard Higgin,Pathé Exchange,5.5,353,21,6
tt0020320,Redskin,1929,2/23/1929,"Western, Adventure, Drama",82,USA,English,Victor Schertzinger,Paramount Pictures,6.8,157,7,8
tt0020332,Rio Rita,1929,9/15/1929,"Adventure, Music, Romance",140,USA,English,Luther Reed,RKO Radio Pictures,6.1,691,22,10
tt0020335,Il fiume,1928,10/6/1929,"Drama, Romance",84,USA,English,Frank Borzage,Fox Film Corporation,7.2,524,9,12
tt0020336,Arcobaleno,1930,2/23/1930,"Comedy, Drama, Musical",96,USA,English,Charles Reisner,Metro-Goldwyn-Mayer (MGM),6,204,11,4
tt0020344,Rotaie,1929,3/1/1931,Drama,91,Italy,Italian,Mario Camerini,S.A.C.I.A.,6.9,102,5,2
tt0020358,Sally,1929,1/12/1930,Musical,103,USA,English,John Francis Dillon,First National Pictures,6.1,,15,
tt0020359,Saluto militare,1929,9/1/1929,"Drama, Romance, Sport",84,USA,English,"David Butler, John Ford",Fox Film Corporation,5.5,156,3,2
tt0020364,"Lui, lei, l'altra",1929,10/25/1929,"Comedy, Romance",63,USA,English,A. Edward Sutherland,Paramount Pictures,6,191,12,3
tt0020388,Seven Keys to Baldpate,1929,12/25/1929,"Comedy, Mystery, Thriller",72,USA,English,Reginald Barker,RKO Radio Pictures,6.1,267,11,5
